country,year,CPI,PPI,Share_Prices,Interest_Rate,GDP_per_capita,Exchange_Rate,Unemployment,Expenditure,Manufacturing
Vietnam,2022,178.2678,172.6521,193.4876,6.3478,2480.2378,23458.239,1.84,3.16E+11,49277020817
